Brand,Model,Processor,Generation,Operating System,RAM,Storage,Size,Warranty,Color,Star Rating,No. of Ratings,No. of Reviews,Price
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.4,556,231,55990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.5,1859,253,75990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.3,1956,214,36990
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Blue,4.3,626,239,39990
HP,HP Pavilion Intel Core i,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.3,904,101,68990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.3,648,134,49990
Acer,Acer Aspire,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.4,470,109,67990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.3,1868,211,33990
MSI,MSI Thin,Intel Core i7,12th Gen,Windows 11 Operating System,16 GB,1,39.62,1,Metallic Black,4,431,313,64990
MSI,MSI Crosshair,Intel Core i7,14th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Metallic Black,4.1,556,332,140990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.3,771,270,49990
HP,HP Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.2,1669,120,53990
Acer,Acer Aspire,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Black,4.2,1263,114,29990
Acer,Acer One Intel Core i,Intel Core i3,11th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Grey,4.2,253,262,28990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Blue,4.1,1112,211,49690
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.3,1097,225,36990
Acer,Acer Swift Go,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Metallic Black,4.3,1053,184,59990
Apple,Apple MacBook AIR Apple M,Intel Core i5,13th Gen,Mac OS Operating System,8 GB,256,34.54,2,Blue,4.7,1554,184,84990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.5,464,312,61990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Black,4.3,1221,287,32990
MSI,MSI Thin,AMD Ryzen 3,10th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.3,1883,271,47990
HP,HP,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,1693,323,32490
HP,HP,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,100.58,1,Metallic Black,4.3,350,346,34990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.2,1794,330,47990
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,822,300,32990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Blue,4.3,1582,216,36990
Acer,Acer Aspire,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.4,907,245,61990
DELL,DELL Inspiron,AMD Ryzen 5,11th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,1188,248,35990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.3,1783,171,39990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Silver,4.3,1336,335,33990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,2,Metallic Black,4.7,1906,343,84990
Acer,Acer Aspire,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,1,Black,4,475,325,42990
Apple,Apple MacBook AIR Apple M,AMD Ryzen 5,11th Gen,Mac OS Operating System,8 GB,256,34.54,1,Metallic Black,4.7,354,173,84990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.2,1021,150,52990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.1,1698,268,49690
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Metallic Black,4.3,1528,348,32990
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.3,678,123,44990
DELL,DELL Inspiron,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Metallic Black,4.2,683,331,42490
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.3,1480,251,47990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Metallic Black,4.3,1301,347,36990
Lenovo,Lenovo IdeaPad Slim,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,100.63,1,Metallic Black,4.2,931,323,36990
ASUS,ASUS Vivobook,AMD Ryzen 5,11th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.2,1609,347,47990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Home Operating System,16 GB,512,39.62,2,Grey,4.3,837,324,40990
HP,HP Victus Intel Core i,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.3,1901,137,65990
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.2,1342,143,32990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Black,4.3,1115,284,33990
HP,HP Victus Intel Core i,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.4,995,347,55990
SAMSUNG,SAMSUNG Galaxy Book,Intel Celeron Dual,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.5,1786,342,75990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Blue,4.3,1440,286,36990
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.3,1113,340,39990
HP,HP Pavilion Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.3,617,261,68990
MSI,MSI Thin,Intel Core i7,14th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.3,1108,194,49990
Acer,Acer Aspire,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.4,1105,309,67990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.3,1959,122,33990
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,1,39.62,2,Black,4,1443,223,64990
MSI,MSI Crosshair,Intel Core i3,11th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Metallic Black,4.1,1363,185,140990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.3,810,142,49990
HP,HP Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Black,4.2,1719,309,53990
Acer,Acer Aspire,Intel Core i5,13th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Grey,4.2,543,139,29990
Acer,Acer One Intel Core i,Intel Core i5,13th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Grey,4.2,1168,146,28990
Lenovo,Lenovo IdeaPad Slim,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Metallic Black,4.1,1423,268,49690
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.3,1405,274,36990
Acer,Acer Swift Go,AMD Ryzen 3,10th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Black,4.3,682,330,59990
Apple,Apple MacBook AIR Apple M,Intel Core i3,12th Gen,Mac OS Operating System,8 GB,256,34.54,2,Silver,4.7,308,119,84990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.5,1218,304,61990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Black,4.3,1085,208,32990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Metallic Black,4.3,448,292,47990
HP,HP,Intel Core i5,13th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,464,343,32490
HP,HP,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,100.58,2,Grey,4.3,1147,167,34990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,721,327,47990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,496,135,32990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Grey,4.3,631,144,36990
Acer,Acer Aspire,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.4,1240,229,61990
DELL,DELL Inspiron,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,2,Metallic Black,4.2,1512,127,35990
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Blue,4.3,1176,253,33990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Blue,4.3,1640,122,39990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Blue,4.7,1441,306,84990
Acer,Acer Aspire,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,1,Black,4,809,263,42990
Apple,Apple MacBook AIR Apple M,AMD Ryzen 5,11th Gen,Mac OS Operating System,8 GB,256,34.54,2,Grey,4.7,1324,190,84990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.2,1883,233,52990
Lenovo,Lenovo IdeaPad Slim,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Black,4.1,938,262,49690
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Blue,4.3,629,202,32990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.3,723,137,44990
DELL,DELL Inspiron,AMD Ryzen 5,11th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.2,1353,262,42490
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.3,946,327,47990
MSI,MSI Modern,Intel Core i7,13th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Black,4.3,1640,301,36990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,100.63,1,Metallic Black,4.2,1734,193,36990
ASUS,ASUS Vivobook,AMD Ryzen 5,11th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,1160,152,47990
ASUS,ASUS Vivobook,Intel Core i5,13th Gen,Windows 11 Home Operating System,16 GB,512,39.62,2,Blue,4.3,1812,332,40990
HP,HP Victus Intel Core i,Intel Celeron Dual,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.3,1725,137,65990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Silver,4.2,1737,320,32990
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Silver,4.3,1209,343,33990
HP,HP Victus Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Metallic Black,4.4,727,286,55990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i7,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.5,1253,142,75990
MSI,MSI Modern,Intel Core i7,14th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Metallic Black,4.3,1175,202,36990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Black,4.3,1693,213,39990
HP,HP Pavilion Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Metallic Black,4.3,956,103,68990
MSI,MSI Thin,Intel Core i3,11th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.3,1642,167,49990
Acer,Acer Aspire,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.4,1103,327,67990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.3,1387,222,33990
MSI,MSI Thin,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,1,39.62,1,Metallic Black,4,1266,272,64990
MSI,MSI Crosshair,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,1,40.64,2,Black,4.1,1003,179,140990
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.3,752,252,49990
HP,HP Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.2,1909,305,53990
Acer,Acer Aspire,AMD Ryzen 3,10th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Blue,4.2,1066,110,29990
Acer,Acer One Intel Core i,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Silver,4.2,837,256,28990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Blue,4.1,1584,261,49690
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.3,1742,313,36990
Acer,Acer Swift Go,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.3,957,241,59990
Apple,Apple MacBook AIR Apple M,Intel Core i5,13th Gen,Mac OS Operating System,8 GB,256,34.54,2,Metallic Black,4.7,1317,219,84990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.5,1688,251,61990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Silver,4.3,1971,286,32990
MSI,MSI Thin,AMD Ryzen 5,11th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Silver,4.3,1519,266,47990
HP,HP,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,1357,125,32490
HP,HP,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,100.58,1,Grey,4.3,456,270,34990
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,917,266,47990
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,777,288,32990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Blue,4.3,414,243,36990
Acer,Acer Aspire,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.4,1166,221,61990
DELL,DELL Inspiron,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.2,1418,329,35990
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Metallic Black,4.3,1259,158,33990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Blue,4.3,286,195,39990
Apple,Apple MacBook AIR Apple M,Intel Core i3,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Black,4.7,582,105,84990
Acer,Acer Aspire,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,2,Metallic Black,4,652,197,42990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,2,Silver,4.7,663,155,84990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.2,294,235,52990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Black,4.1,1675,193,49690
MSI,MSI Thin,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,1,39.62,2,Silver,4,455,126,64990
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.3,311,298,44990
DELL,DELL Inspiron,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,669,254,42490
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.3,1117,316,32990
MSI,MSI Thin,Intel Celeron Dual,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.3,1741,219,47990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,100.63,1,Blue,4.2,1069,273,36990
ASUS,ASUS Vivobook,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,268,268,47990
ASUS,ASUS Vivobook,Intel Core i7,12th Gen,Windows 11 Home Operating System,16 GB,512,39.62,1,Blue,4.3,614,306,40990
HP,HP Victus Intel Core i,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.3,1573,124,65990
MSI,MSI Modern,Intel Core i7,14th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Silver,4.3,1280,185,36990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,677,245,32990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Grey,4.4,1390,111,55990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.5,829,186,75990
MSI,MSI Modern,Intel Core i3,11th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Grey,4.3,1780,278,33990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.3,795,208,39990
HP,HP Pavilion Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.3,1979,266,68990
MSI,MSI Thin,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.3,304,109,49990
Acer,Acer Aspire,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.4,1027,321,67990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.3,1241,173,36990
MSI,MSI Modern,AMD Ryzen 3,10th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.3,291,325,33990
MSI,MSI Crosshair,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Metallic Black,4.1,1570,337,140990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.3,480,176,49990
HP,HP Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Metallic Black,4.2,702,153,53990
Acer,Acer Aspire,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Metallic Black,4.2,643,256,29990
Acer,Acer One Intel Core i,Intel Core i5,13th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Black,4.2,1795,201,28990
Lenovo,Lenovo IdeaPad Slim,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Silver,4.1,1631,268,49690
ASUS,ASUS Vivobook,AMD Ryzen 5,11th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.3,1717,336,36990
Acer,Acer Swift Go,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.3,1401,236,59990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Silver,4.7,940,290,84990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.5,1678,304,61990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Metallic Black,4.3,641,264,32990
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.3,1466,241,47990
HP,HP,AMD Ryzen 5,11th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,853,200,32490
HP,HP,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,100.58,2,Silver,4.3,1130,172,34990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,334,266,47990
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Metallic Black,4.2,1303,267,32990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Silver,4.3,1998,153,36990
Acer,Acer Aspire,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.4,298,102,61990
DELL,DELL Inspiron,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,2,Grey,4.2,1418,282,35990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Metallic Black,4.3,318,347,33990
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Metallic Black,4.3,1331,210,39990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,2,Black,4.7,946,331,84990
Acer,Acer Aspire,Intel Core i7,13th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,1,Grey,4,1847,260,42990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Blue,4.7,728,195,84990
ASUS,ASUS Vivobook,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.2,1069,170,52990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Blue,4.1,1718,118,49690
MSI,MSI Modern,Intel Celeron Dual,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.3,1569,133,32990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.3,1951,305,44990
DELL,DELL Inspiron,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.2,1444,149,42490
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.3,1848,274,47990
MSI,MSI Modern,Intel Core i7,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Blue,4.3,396,145,36990
Lenovo,Lenovo IdeaPad Slim,Intel Core i7,14th Gen,Windows 11 Operating System,16 GB,512,100.63,1,Black,4.2,1757,283,36990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Grey,4.2,1579,284,47990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Home Operating System,16 GB,512,39.62,1,Grey,4.3,1946,182,40990
HP,HP Victus Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.3,1926,150,65990
MSI,MSI Modern,Intel Core i3,11th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Grey,4.2,1265,153,32990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Grey,4.3,858,350,33990
HP,HP Victus Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Metallic Black,4.4,695,189,55990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.5,470,180,75990
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Metallic Black,4.3,1828,217,36990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Black,4.3,1651,255,39990
HP,HP Pavilion Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.3,1893,118,68990
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.3,344,275,49990
Acer,Acer Aspire,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.4,511,343,67990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.3,1146,348,33990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,39.62,2,Black,4,1344,246,64990
MSI,MSI Crosshair,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Black,4.1,468,324,140990
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.3,1806,278,49990
HP,HP Intel Core i,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.2,341,106,53990
Acer,Acer Aspire,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Black,4.2,376,256,29990
Acer,Acer One Intel Core i,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,2,Black,4.2,329,346,28990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Grey,4.1,1511,270,49690
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Metallic Black,4.3,1232,168,36990
Acer,Acer Swift Go,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.3,1645,193,59990
Apple,Apple MacBook AIR Apple M,AMD Ryzen 5,11th Gen,Mac OS Operating System,8 GB,256,34.54,1,Grey,4.7,1165,212,84990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.5,735,206,61990
